#{"t_start": 1629205224.2267869, "env_id": null}
r,l,t 
-9.777778,3,79.741595
-0.777778,3,79.772832
-0.777778,3,79.788471
-0.777778,3,79.804104
-0.777778,3,79.819708
-9.777778,3,79.850961
-0.666667,4,79.866588
-0.777778,3,79.882199
-0.777778,3,79.89783
-0.777778,3,79.929077
-0.777778,3,79.944689
1.333333,4,79.960322
-0.777778,3,79.991567
-0.777778,3,80.007214
0.444444,5,80.038428
-0.777778,3,80.055282
-0.777778,3,80.063593
-9.777778,3,80.079574
-0.777778,3,80.095589
-0.777778,3,80.111554
-0.777778,3,80.135547
-0.777778,3,80.159499
-0.777778,3,80.17981
-0.777778,3,80.203861
-0.777778,3,80.219849
-0.777778,3,80.243836
-0.777778,3,80.259822
-9.666667,4,80.283838
-0.777778,3,80.301013
-0.777778,3,80.316998
-0.777778,3,80.333218
-0.777778,3,80.348926
-0.777778,3,80.380128
-9.555556,5,80.442583
-0.777778,3,80.482312
-0.666667,4,80.506302
-9.777778,3,80.514492
-0.666667,4,80.545795
-0.777778,3,80.561417
-9.777778,3,80.577035
-0.777778,3,80.608281
-0.777778,3,80.623907
-0.777778,3,80.639543
-9.777778,3,80.670776
-0.777778,3,80.686396
-0.777778,3,80.70202
-0.777778,3,80.73328
-0.777778,3,80.74889
-0.777778,3,80.780132
-0.777778,3,80.795753
-9.777778,3,80.811383
-0.777778,3,80.827006
-0.777778,3,80.842625
-0.777778,3,80.858288
-0.777778,3,80.889517
-0.777778,3,80.905124
-0.777778,3,80.920757
-0.777778,3,80.936365
-0.777778,3,80.951981
-0.777778,3,80.967644
-0.777778,3,80.998863
-0.777778,3,81.01444
-0.777778,3,81.030138
-0.777778,3,81.065812
-0.777778,3,81.08182
-0.777778,3,81.105806
-9.888889,2,81.121797
-0.777778,3,81.137808
0.444444,5,81.153741
-9.777778,3,81.1698
-0.777778,3,81.193767
-0.777778,3,81.217757
-0.666667,4,81.241747
-0.777778,3,81.257732
-0.777778,3,81.350816
-9.777778,3,81.374806
-0.777778,3,81.39084
-0.777778,3,81.414977
-0.777778,3,81.430669
-0.777778,3,81.430669
-0.666667,4,81.44629
-0.777778,3,81.44629
-0.777778,3,81.463035
-0.777778,3,81.478704
-0.777778,3,81.478704
-0.777778,3,81.494345
-9.777778,3,81.494345
-0.777778,3,81.509943
-0.777778,3,81.525577
-0.777778,3,81.525577
-0.777778,3,81.541201
-0.666667,4,81.556788
-0.777778,3,81.556788
-0.777778,3,81.572403
-9.777778,3,81.572403
-0.777778,3,81.588071
-0.777778,3,81.603696
-0.777778,3,81.603696
-0.777778,3,81.619319
-9.777778,3,81.634934
0.444444,5,81.634934
-0.777778,3,81.65057
-0.777778,3,81.666181
-0.777778,3,81.666181
-0.777778,3,81.68188
-0.777778,3,81.68188
-0.666667,4,81.697424
-0.666667,4,81.71307
-0.777778,3,81.71307
-0.777778,3,81.728678
-9.555556,5,81.744259
-0.777778,3,81.744259
-0.666667,4,81.759929
-0.777778,3,81.759929
-9.888889,2,81.806797
-0.666667,4,81.830981
-9.777778,3,81.846974
-0.777778,3,81.863092
-0.777778,3,81.878755
-0.777778,3,81.894389
-9.666667,4,81.91002
-9.777778,3,81.941211
-9.888889,2,81.941211
-9.666667,4,81.972506
-9.888889,2,81.988127
-0.777778,3,82.003741
-9.777778,3,82.019373
-0.666667,4,82.034997
-0.777778,3,82.052727
-0.777778,3,82.069575
-0.666667,4,82.077821
-0.777778,3,82.093493
-0.777778,3,82.093493
-0.777778,3,82.109114
-0.777778,3,82.140359
-0.777778,3,82.155946
-0.777778,3,82.171631
-0.666667,4,82.187232
-0.666667,4,82.202871
-0.777778,3,82.202871
-0.777778,3,82.234097
-0.777778,3,82.249722
-0.777778,3,82.265358
-0.777778,3,82.280976
-0.777778,3,82.296596
-9.777778,3,82.327837
-0.777778,3,82.343421
-0.777778,3,82.35909
-0.777778,3,82.390337
-0.777778,3,82.405963
-0.777778,3,82.421585
-0.777778,3,82.452832
-0.777778,3,82.468454
-0.777778,3,82.499708
-0.777778,3,82.515317
-0.777778,3,82.5934
-0.777778,3,82.632063
-0.777778,3,82.656069
-0.777778,3,82.664681
-0.777778,3,82.680356
-0.777778,3,82.716058
-0.777778,3,82.731699
-9.666667,4,82.747314
-0.777778,3,82.762936
-0.777778,3,82.794174
-0.777778,3,82.810921
-0.777778,3,82.827095
-0.777778,3,82.858511
-0.777778,3,82.874134
-0.777778,3,82.889765
-0.777778,3,82.909837
-0.777778,3,82.94115
-0.777778,3,82.956752
-9.777778,3,82.972383
-0.777778,3,82.988006
-9.777778,3,83.003657
-0.666667,4,83.020411
-0.777778,3,83.036093
-0.777778,3,83.060601
-0.777778,3,83.076594
-0.777778,3,83.100627
-0.777778,3,83.124613
-9.777778,3,83.132809
-0.777778,3,83.164104
-0.777778,3,83.179683
-0.666667,4,83.195366
-0.777778,3,83.22655
-0.777778,3,83.242173
-0.777778,3,83.273469
-0.777778,3,83.289085
-0.777778,3,83.304725
-9.555556,5,83.320343
-0.777778,3,83.351591
-0.777778,3,83.367203
-0.777778,3,83.382834
-9.777778,3,83.39845
-0.777778,3,83.476572
-0.777778,3,83.510179
-0.666667,4,83.534123
-0.666667,4,83.550224
-0.777778,3,83.565909
-0.777778,3,83.581471
-9.666667,4,83.612772
-0.777778,3,83.628341
-0.666667,4,83.644012
-0.777778,3,83.675216
-0.777778,3,83.690919
-0.777778,3,83.722128
-0.777778,3,83.737753
-0.777778,3,83.753328
-9.777778,3,83.769016
-0.777778,3,83.800247
-0.777778,3,83.81587
-0.777778,3,83.847108
-0.777778,3,83.862739
-9.666667,4,83.878362
-0.777778,3,83.909601
-0.777778,3,83.925226
-0.777778,3,83.940871
-0.777778,3,83.972102
-9.777778,3,83.987681
-0.777778,3,84.003365
-0.777778,3,84.034552
-0.777778,3,84.054136
-0.777778,3,84.070383
-0.777778,3,84.086328
-0.777778,3,84.094366
-9.777778,3,84.102353
-0.666667,4,84.118354
-0.777778,3,84.126346
-0.777778,3,84.138869
-9.777778,3,84.146841
-0.777778,3,84.159108
-0.777778,3,84.183167
-9.777778,3,84.183167
-0.777778,3,84.198833
-0.666667,4,84.214474
-0.777778,3,84.308998
-9.777778,3,84.332996
-0.777778,3,84.349117
-0.777778,3,84.364807
-0.777778,3,84.39605
-0.666667,4,84.41398
-0.777778,3,84.445306
-0.777778,3,84.46093
-0.777778,3,84.476576
-0.777778,3,84.507818
0.444444,5,84.52343
-0.777778,3,84.554682
-9.555556,5,84.570295
-0.777778,3,84.585936
-0.777778,3,84.601572
-0.777778,3,84.617179
0.444444,5,84.632802
-0.777778,3,84.648369
-0.777778,3,84.664185
-0.777778,3,84.680239
-0.777778,3,84.711467
-0.777778,3,84.727074
-9.888889,2,84.742703
-0.777778,3,84.758327
-9.777778,3,84.78957
-0.777778,3,84.805187
-9.666667,4,84.820818
-0.777778,3,84.852069
-0.777778,3,84.867687
-0.666667,4,84.898889
-0.777778,3,84.914549
-0.777778,3,84.930184
-0.777778,3,84.945809
-0.666667,4,84.977053
-0.777778,3,84.992666
-0.777778,3,85.008301
-0.777778,3,85.039499
-0.777778,3,85.063771
-9.888889,2,85.071771
-9.777778,3,85.095758
-0.777778,3,85.175677
-0.777778,3,85.191751
-0.777778,3,85.215708
-0.777778,3,85.231833
-9.777778,3,85.247508
-0.777778,3,85.263121
-0.777778,3,85.278743
-0.777778,3,85.294402
-0.666667,4,85.325621
-0.777778,3,85.341248
-9.777778,3,85.356883
-0.777778,3,85.372505
-0.777778,3,85.3881
-0.777778,3,85.403776
-0.666667,4,85.419374
-9.777778,3,85.434988
-0.777778,3,85.450593
-0.777778,3,85.450593
-0.777778,3,85.466257
-0.666667,4,85.497497
-0.777778,3,85.513092
-0.777778,3,85.528727
-0.777778,3,85.559981
-0.777778,3,85.575581
-0.777778,3,85.575581
-0.777778,3,85.591203
-9.777778,3,85.591203
-0.777778,3,85.60685
-0.777778,3,85.622664
-0.666667,4,85.628108
-0.777778,3,85.643736
-0.777778,3,85.643736
-0.777778,3,85.659405
-0.777778,3,85.675026
1.333333,4,85.706258
-0.666667,4,85.721903
-0.777778,3,85.738687
-9.666667,4,85.754393
-0.777778,3,85.769988
-0.777778,3,85.80125
-0.777778,3,85.882576
-9.777778,3,85.90657
-9.777778,3,85.930605
-9.555556,5,85.946648
-0.777778,3,85.962331
-0.777778,3,85.977899
-0.777778,3,86.009142
-0.777778,3,86.024768
-9.777778,3,86.040393
-0.777778,3,86.072617
-0.666667,4,86.096611
-0.777778,3,86.108434
-0.777778,3,86.116483
-0.777778,3,86.131487
-0.777778,3,86.155531
-0.777778,3,86.171522
0.444444,5,86.195504
-9.666667,4,86.219496
-0.777778,3,86.235719
-0.777778,3,86.254369
-9.777778,3,86.27235
-9.666667,4,86.280427
-0.777778,3,86.311721
-9.555556,5,86.327358
-0.777778,3,86.342967
-0.777778,3,86.374167
-9.777778,3,86.389832
-0.777778,3,86.405464
-0.777778,3,86.421097
0.444444,5,86.452349
-0.666667,4,86.483581
-0.777778,3,86.499196
-0.777778,3,86.514825
-0.777778,3,86.546071
-0.777778,3,86.561689
-0.777778,3,86.577335
-0.777778,3,86.608582
-0.777778,3,86.624213
-9.777778,3,86.639812
-0.777778,3,86.733634
-0.666667,4,86.757613
-9.666667,4,86.78171
-0.666667,4,86.797374
-0.777778,3,86.813021
-0.777778,3,86.844684
-0.777778,3,86.860305
-0.777778,3,86.891546
-0.777778,3,86.907169
-0.777778,3,86.922798
-9.777778,3,86.938436
-0.777778,3,86.969669
-0.777778,3,86.985296
-0.777778,3,87.016536
-0.777778,3,87.032153
-9.666667,4,87.0601
-9.555556,5,87.084082
-0.777778,3,87.108071
-0.777778,3,87.124072
-0.777778,3,87.148075
-0.777778,3,87.172015
-0.777778,3,87.188037
-0.777778,3,87.20405
-0.777778,3,87.228027
-0.777778,3,87.244017
-0.777778,3,87.268008
-0.777778,3,87.284014
-0.666667,4,87.304932
-0.777778,3,87.329149
-0.777778,3,87.344813
-0.777778,3,87.360445
-0.666667,4,87.376019
-0.777778,3,87.407316
-0.777778,3,87.422894
-0.777778,3,87.438518
-0.666667,4,87.469764
-9.666667,4,87.485442
-0.777778,3,87.516635
-9.777778,3,87.532258
-0.777778,3,87.617072
-9.666667,4,87.649058
-0.666667,4,87.673317
-0.666667,4,87.697399
-9.777778,3,87.712996
-0.777778,3,87.733598
1.333333,4,87.764901
-0.777778,3,87.780474
-0.777778,3,87.796149
0.444444,5,87.811792
-0.777778,3,87.827342
-0.777778,3,87.859905
-0.777778,3,87.875589
-9.777778,3,87.875589
-0.777778,3,87.906864
-0.777778,3,87.922408
-0.666667,4,87.953649
-0.777778,3,87.969273
-0.777778,3,87.984949
1.333333,4,88.000574
-0.666667,4,88.016191
-0.777778,3,88.031765
-0.777778,3,88.031765
-0.777778,3,88.048854
-0.777778,3,88.065143
-0.777778,3,88.081092
-0.777778,3,88.105132
-0.666667,4,88.129122
-0.777778,3,88.151491
-0.666667,4,88.16756
-0.777778,3,88.185839
-0.777778,3,88.201901
-9.555556,5,88.225891
-0.777778,3,88.241892
-0.777778,3,88.257911
-0.777778,3,88.273863
-9.666667,4,88.297845
-0.777778,3,88.321846
-0.777778,3,88.399884
-0.666667,4,88.423873
-0.666667,4,88.447912
-9.888889,2,88.455961
-0.666667,4,88.487251
-0.777778,3,88.487251
-0.777778,3,88.504979
-0.777778,3,88.520667
-0.777778,3,88.536285
-9.555556,5,88.536285
-0.777778,3,88.551855
-0.777778,3,88.567523
-9.555556,5,88.567523
-0.777778,3,88.58314
1.333333,4,88.59876
-0.777778,3,88.59876
-0.777778,3,88.614403
-0.777778,3,88.630029
-9.555556,5,88.630029
-0.777778,3,88.645646
-0.777778,3,88.645646
-0.777778,3,88.661262
-0.777778,3,88.676864
-0.777778,3,88.676864
-0.777778,3,88.692796
-0.777778,3,88.692796
-0.777778,3,88.708597
-0.666667,4,88.724203
-0.666667,4,88.724203
-0.777778,3,88.739842
-9.777778,3,88.739842
-0.777778,3,88.755457
-9.777778,3,88.771109
-0.777778,3,88.771109
-0.777778,3,88.786695
-0.777778,3,88.786695
-0.777778,3,88.802336
-0.777778,3,88.802336
-0.777778,3,88.817912
-0.777778,3,88.866228
-9.777778,3,88.882238
-0.777778,3,88.910021
-0.666667,4,88.925688
-0.777778,3,88.956961
-0.777778,3,88.972558
-0.777778,3,88.988201
-0.777778,3,89.003847
-0.777778,3,89.036182
-0.777778,3,89.052408
-9.777778,3,89.07654
-0.777778,3,89.092431
-0.777778,3,89.10812
-0.777778,3,89.139394
-0.777778,3,89.155501
-0.777778,3,89.171189
-0.777778,3,89.20245
-0.666667,4,89.218065
-9.777778,3,89.233694
-9.777778,3,89.264925
-0.777778,3,89.2805
-9.666667,4,89.296174
-9.777778,3,89.327453
-0.777778,3,89.343042
-0.777778,3,89.358666
-0.777778,3,89.38992
-0.666667,4,89.405535
0.444444,5,89.436787
-0.777778,3,89.452405
-0.777778,3,89.468028
-0.777778,3,89.499279
-0.777778,3,89.514899
-9.777778,3,89.530537
-0.777778,3,89.561766
-0.666667,4,89.577389
-0.777778,3,89.593014
-0.777778,3,89.624543
-0.666667,4,89.64038
-0.777778,3,89.67169
-0.777778,3,89.687345
-0.777778,3,89.776288
-0.777778,3,89.800329
-0.777778,3,89.821373
-0.777778,3,89.837747
-0.777778,3,89.869493
-0.777778,3,89.885108
-0.777778,3,89.900929
-0.777778,3,89.932264
-0.777778,3,89.947839
-0.777778,3,89.963463
-0.777778,3,89.994709
1.333333,4,90.010332
-0.777778,3,90.010332
-0.777778,3,90.026021
-0.777778,3,90.041579
-9.888889,2,90.041579
-0.666667,4,90.058243
-0.666667,4,90.069453
-0.777778,3,90.077513
1.333333,4,90.093439
-9.777778,3,90.101435
-0.777778,3,90.109432
-0.777778,3,90.117429
-0.777778,3,90.125483
-0.777778,3,90.133505
-0.777778,3,90.149184
-0.777778,3,90.149184
-0.777778,3,90.164753
-9.666667,4,90.180449
-0.777778,3,90.180449
-0.777778,3,90.196068
-0.777778,3,90.196068
-0.777778,3,90.211679
-0.777778,3,90.227245
-0.777778,3,90.227245
-0.777778,3,90.242869
0.444444,5,90.258562
-9.777778,3,90.258562
-9.777778,3,90.274185
-0.777778,3,90.289793
-9.777778,3,90.289793
-0.777778,3,90.33859
-0.777778,3,90.346643
-9.777778,3,90.362546
-0.777778,3,90.370826
-0.777778,3,90.386508
-0.777778,3,90.417697
-0.777778,3,90.43337
-0.777778,3,90.448997
-0.777778,3,90.464617
-0.777778,3,90.464617
-9.666667,4,90.480233
-0.666667,4,90.495849
-0.777778,3,90.495849
-0.777778,3,90.511488
-0.777778,3,90.511488
-0.777778,3,90.5271
-0.777778,3,90.542729
-9.777778,3,90.542729
-0.777778,3,90.558339
-0.777778,3,90.558339
-0.666667,4,90.573963
-0.777778,3,90.589587
0.444444,5,90.589587
-0.777778,3,90.605175
-0.777778,3,90.620835
-0.777778,3,90.620835
-0.666667,4,90.636471
-9.888889,2,90.636471
-0.777778,3,90.652098
-0.777778,3,90.667742
-0.777778,3,90.667742
-9.777778,3,90.683342
-0.777778,3,90.683342
-0.777778,3,90.708153
-0.777778,3,90.712545
-9.888889,2,90.725274
-0.666667,4,90.734556
-0.777778,3,90.757662
-9.555556,5,90.775939
-0.777778,3,90.784039
-0.777778,3,90.842405
-0.666667,4,90.85741
-0.777778,3,90.873374
-0.666667,4,90.888331
-9.777778,3,90.895505
-0.666667,4,90.903542
-9.777778,3,90.921874
-9.666667,4,90.941283
-0.777778,3,90.941283
-0.777778,3,90.962223
-0.777778,3,90.970437
-0.777778,3,90.99745
-0.777778,3,91.022967
-0.777778,3,91.042473
-0.777778,3,91.069885
-0.777778,3,91.093711
-0.777778,3,91.105741
-0.777778,3,91.122451
-0.777778,3,91.137636
-9.777778,3,91.151533
-0.777778,3,91.174409
-0.666667,4,91.182786
-0.777778,3,91.214033
-0.777778,3,91.229722
-0.777778,3,91.245333
-0.777778,3,91.260961
-0.777778,3,91.276612
-0.777778,3,91.292233
-0.777778,3,91.307832
-0.777778,3,91.323395
-0.777778,3,91.354689
-0.777778,3,91.354689
-0.777778,3,91.370304
-9.777778,3,91.385939
-0.777778,3,91.385939
-0.777778,3,91.401562
-0.777778,3,91.41717
-0.777778,3,91.41717
-0.777778,3,91.432792
-9.777778,3,91.432792
-0.777778,3,91.448427
-0.777778,3,91.49361
-0.777778,3,91.509645
-0.777778,3,91.525639
-0.777778,3,91.536573
-0.777778,3,91.567868
0.444444,5,91.583491
-0.777778,3,91.614749
-0.777778,3,91.63036
-0.777778,3,91.645988
-0.777778,3,91.677235
-0.777778,3,91.692808
-0.777778,3,91.708513
-9.777778,3,91.739755
-9.888889,2,91.739755
-9.666667,4,91.755358
-0.777778,3,91.770971
-0.666667,4,91.786607
-0.777778,3,91.802227
-0.777778,3,91.817851
-0.666667,4,91.833451
-0.777778,3,91.849122
-0.777778,3,91.880335
-0.777778,3,91.895963
-9.888889,2,91.895963
-0.777778,3,91.911567
-0.777778,3,91.927217
-0.777778,3,91.958469
-0.777778,3,91.974075
-0.777778,3,91.98969
-0.777778,3,92.005323
-0.777778,3,92.020943
-0.666667,4,92.053805
-0.666667,4,92.070586
-0.777778,3,92.094576
-9.666667,4,92.11052
-0.777778,3,92.134556
-0.777778,3,92.150542
-0.777778,3,92.166498
-9.666667,4,92.191053
-0.777778,3,92.20705
-0.777778,3,92.293647
-0.777778,3,92.320988
-0.777778,3,92.34498
-0.777778,3,92.353042
-0.777778,3,92.368667
-0.777778,3,92.384367
-0.777778,3,92.399966
-9.777778,3,92.431157
-0.777778,3,92.447464
-0.666667,4,92.463277
1.333333,4,92.494521
-0.777778,3,92.510144
-0.666667,4,92.52579
-0.777778,3,92.557022
-0.666667,4,92.572644
-0.777778,3,92.603887
-0.777778,3,92.619506
-0.777778,3,92.635138
-0.777778,3,92.666384
-0.777778,3,92.682025
-0.777778,3,92.698415
-0.666667,4,92.729715
-9.666667,4,92.745341
-9.777778,3,92.7766
-0.777778,3,92.796719
-0.777778,3,92.812828
-0.777778,3,92.844203
-0.777778,3,92.859835
-0.777778,3,92.875478
-0.777778,3,92.891064
-0.777778,3,92.907801
-0.777778,3,92.939093
-0.777778,3,92.956974
-0.777778,3,92.972692
-0.777778,3,92.988331
-0.777778,3,93.019658
-0.777778,3,93.035286
-0.777778,3,93.063679
-0.666667,4,93.087729
-0.777778,3,93.11167
-0.777778,3,93.128934
-0.777778,3,93.209514
-0.777778,3,93.225564
-0.666667,4,93.241544
-0.777778,3,93.249544
-0.777778,3,93.257528
-0.777778,3,93.265539
-0.777778,3,93.273539
-0.777778,3,93.281607
-0.777778,3,93.298404
-0.777778,3,93.298404
-0.777778,3,93.314074
-0.777778,3,93.314074
-0.777778,3,93.329703
-9.666667,4,93.329703
-0.777778,3,93.345325
-9.555556,5,93.36095
-0.777778,3,93.36095
-0.777778,3,93.37658
-0.666667,4,93.37658
-9.777778,3,93.392182
-0.777778,3,93.407832
-0.777778,3,93.407832
-9.777778,3,93.423394
-0.777778,3,93.423394
-0.777778,3,93.439065
-0.666667,4,93.439065
-0.777778,3,93.454684
-0.777778,3,93.470315
-0.777778,3,93.470315
-9.888889,2,93.485942
-0.777778,3,93.485942
-0.777778,3,93.501567
-0.777778,3,93.501567
-0.777778,3,93.517167
-9.777778,3,93.532793
-0.777778,3,93.532793
-0.777778,3,93.548431
0.444444,5,93.564039
-9.777778,3,93.564039
-0.777778,3,93.579699
-9.777778,3,93.656024
-0.777778,3,93.680089
-9.777778,3,93.706212
-0.777778,3,93.721916
-9.777778,3,93.721916
-0.777778,3,93.737722
-0.777778,3,93.753339
0.444444,5,93.76896
-0.777778,3,93.784579
-0.666667,4,93.817606
-0.666667,4,93.833812
-0.777778,3,93.849699
-0.777778,3,93.880948
-0.777778,3,93.896569
-9.666667,4,93.927816
-0.777778,3,93.94345
-0.777778,3,93.959249
-0.777778,3,93.974929
-9.666667,4,94.006194
-9.777778,3,94.021792
-0.777778,3,94.037428
-0.777778,3,94.063519
-0.777778,3,94.087517
-9.666667,4,94.111459
-0.777778,3,94.127454
-0.777778,3,94.151503
-0.777778,3,94.167515
-0.777778,3,94.183495
-0.777778,3,94.20742
-0.777778,3,94.22347
0.444444,5,94.23947
-9.555556,5,94.263464
-0.666667,4,94.287434
-9.777778,3,94.303427
-0.777778,3,94.327601
-0.666667,4,94.343291
-0.666667,4,94.358896
-0.777778,3,94.374527
-0.777778,3,94.456544
-0.777778,3,94.48319
1.333333,4,94.507231
-0.777778,3,94.515234
-0.777778,3,94.523339
-0.777778,3,94.539006
-9.777778,3,94.539006
-9.777778,3,94.554628
-0.777778,3,94.570245
-0.777778,3,94.570245
-0.777778,3,94.585881
-0.666667,4,94.585881
-9.666667,4,94.602626
-0.777778,3,94.618308
-0.777778,3,94.618308
-0.777778,3,94.633922
-0.777778,3,94.633922
1.333333,4,94.649722
-0.777778,3,94.665394
-0.777778,3,94.665394
-9.777778,3,94.681031
-0.777778,3,94.681031
-0.777778,3,94.696656
-9.666667,4,94.712264
-0.777778,3,94.712264
-9.777778,3,94.727896
-0.777778,3,94.727896
-0.777778,3,94.743525
-0.777778,3,94.759137
-0.777778,3,94.759137
-0.777778,3,94.774768
-0.777778,3,94.774768
-0.777778,3,94.790405
-0.666667,4,94.790405
0.444444,5,94.80601
-0.777778,3,94.821633
-0.777778,3,94.821633
-0.777778,3,94.837266
-0.777778,3,94.837266
-0.777778,3,94.852837
-0.777778,3,94.898913
-0.777778,3,94.904464
-0.777778,3,94.920134
-0.777778,3,94.936441
-0.777778,3,94.960484
-0.777778,3,94.968673
-0.777778,3,94.99996
-0.777778,3,95.015591
-0.777778,3,95.031217
-0.777778,3,95.063346
-0.777778,3,95.07927
-0.777778,3,95.103302
-9.777778,3,95.124406
-0.777778,3,95.148378
0.444444,5,95.164416
-0.777778,3,95.18568
-9.555556,5,95.201635
-9.777778,3,95.209645
-0.777778,3,95.225904
0.444444,5,95.24188
-0.777778,3,95.257866
-0.777778,3,95.284757
-9.777778,3,95.300813
-0.777778,3,95.324808
-0.777778,3,95.340795
-0.777778,3,95.364789
-0.666667,4,95.380931
0.444444,5,95.380931
-9.666667,4,95.396606
-0.777778,3,95.412233
-0.777778,3,95.412233
-0.777778,3,95.427874
-0.777778,3,95.427874
-0.777778,3,95.44348
-0.777778,3,95.4591
-0.777778,3,95.4591
-0.666667,4,95.474741
-0.777778,3,95.490352
-0.777778,3,95.490352
-9.777778,3,95.539159
-0.777778,3,95.555213
-9.555556,5,95.571191
-0.777778,3,95.582717
-0.777778,3,95.582717
-0.777778,3,95.598389
-0.777778,3,95.598389
-0.777778,3,95.613996
-0.777778,3,95.629637
-0.777778,3,95.629637
-9.777778,3,95.64526
-9.888889,2,95.64526
0.444444,5,95.660876
-0.666667,4,95.660876
-0.777778,3,95.676499
-0.777778,3,95.692127
-0.777778,3,95.692127
-9.888889,2,95.70776
-0.777778,3,95.70776
-0.777778,3,95.723358
-9.666667,4,95.723358
-0.777778,3,95.739021
-0.777778,3,95.754843
-0.777778,3,95.754843
-0.777778,3,95.770468
-0.777778,3,95.770468
-0.777778,3,95.79317
-0.777778,3,95.808806
-0.777778,3,95.824426
-9.777778,3,95.840448
-0.777778,3,95.856305
-0.777778,3,95.87197
-0.777778,3,95.887614
-0.777778,3,95.887614
0.444444,5,95.904348
-0.777778,3,95.920039
-0.777778,3,95.920039
-0.777778,3,95.935681
-0.777778,3,95.951765
-0.777778,3,95.951765
-0.777778,3,95.96745
-0.777778,3,96.025298
-0.777778,3,96.041305
-9.777778,3,96.06077
-0.777778,3,96.068829
-0.777778,3,96.076871
-0.777778,3,96.092536
-0.777778,3,96.092536
-0.777778,3,96.108169
-0.777778,3,96.108169
-0.777778,3,96.123789
-0.777778,3,96.139436
-0.666667,4,96.155033
-9.666667,4,96.186278
-0.777778,3,96.201906
-9.666667,4,96.217531
-0.777778,3,96.233155
-0.777778,3,96.24877
-0.777778,3,96.264396
-0.777778,3,96.28005
-0.777778,3,96.295599
0.444444,5,96.326846
-0.777778,3,96.326846
-0.777778,3,96.342519
-0.777778,3,96.373776
-0.777778,3,96.373776
-0.777778,3,96.389383
-0.777778,3,96.405016
-0.777778,3,96.436261
-9.777778,3,96.451881
-0.777778,3,96.467509
-0.777778,3,96.498754
-0.777778,3,96.514374
-0.777778,3,96.534373
-0.777778,3,96.565665
-0.777778,3,96.581297
-0.777778,3,96.612533
-9.777778,3,96.628157
-0.777778,3,96.644917
-0.666667,4,96.676212
-0.666667,4,96.691832
-9.888889,2,96.771046
-0.777778,3,96.795077
-0.777778,3,96.819113
-0.777778,3,96.835275
-0.777778,3,96.835275
-0.777778,3,96.855855
-0.777778,3,96.871556
-0.777778,3,96.887153
-0.777778,3,96.90278
-0.777778,3,96.934018
-0.777778,3,96.949667
1.333333,4,96.965273
-0.777778,3,96.99651
-0.777778,3,97.013406
-0.777778,3,97.029083
-0.777778,3,97.061057
-0.666667,4,97.077092
-0.777778,3,97.085099
-0.777778,3,97.101097
-0.777778,3,97.117073
-0.777778,3,97.133312
-0.777778,3,97.148997
-0.777778,3,97.164598
-0.777778,3,97.180234
-0.666667,4,97.180234
-0.777778,3,97.19585
-0.777778,3,97.211468
-0.777778,3,97.211468
-0.666667,4,97.227113
-0.777778,3,97.242684
-0.777778,3,97.242684
-0.777778,3,97.258299
0.444444,5,97.274036
-0.777778,3,97.274036
-0.777778,3,97.28958
-0.777778,3,97.28958
-0.777778,3,97.305211
-0.777778,3,97.320791
-9.888889,2,97.336415
-0.666667,4,97.352038
-0.777778,3,97.367661
-0.777778,3,97.458693
-0.777778,3,97.490706
-0.777778,3,97.50669
-0.777778,3,97.530479
-0.777778,3,97.546062
-0.777778,3,97.561695
-0.777778,3,97.592898
-9.888889,2,97.592898
-0.777778,3,97.624146
-9.777778,3,97.639768
-0.777778,3,97.671049
-0.777778,3,97.686671
-0.777778,3,97.702308
-0.777778,3,97.733556
-0.777778,3,97.749175
-0.777778,3,97.780415
-0.666667,4,97.796061
0.444444,5,97.828031
-0.777778,3,97.848306
-0.777778,3,97.863988
-9.777778,3,97.879621
-0.777778,3,97.911237
-0.777778,3,97.926821
-0.666667,4,97.95811
1.333333,4,97.974968
-0.666667,4,97.99061
-0.777778,3,98.021837
-0.777778,3,98.037461
0.444444,5,98.071425
-9.666667,4,98.087464
-0.777778,3,98.10347
-0.777778,3,98.11947
-0.777778,3,98.143468
-0.777778,3,98.167425
-0.777778,3,98.183634
-0.666667,4,98.19932
-0.777778,3,98.230555
-0.777778,3,98.246203
-0.666667,4,98.277414
-0.777778,3,98.355553
-0.666667,4,98.384766
-0.777778,3,98.408748
-9.555556,5,98.432647
1.333333,4,98.448258
-0.777778,3,98.47947
-0.777778,3,98.49513
-0.777778,3,98.510762
-0.777778,3,98.542006
-9.777778,3,98.557583
-0.666667,4,98.573255
-0.777778,3,98.604501
-0.777778,3,98.620124
-0.777778,3,98.635749
-0.777778,3,98.666995
-0.777778,3,98.682617
-0.777778,3,98.713858
-0.777778,3,98.713858
-0.777778,3,98.745139
-0.777778,3,98.760741
1.333333,4,98.776354
-0.777778,3,98.807596
-0.777778,3,98.823233
-0.777778,3,98.838856
-0.777778,3,98.870088
-0.777778,3,98.885711
-0.777778,3,98.901342
-0.777778,3,98.916974
-0.666667,4,98.948207
-0.777778,3,98.963835
-0.777778,3,98.97946
-0.777778,3,98.99508
-0.777778,3,99.010701
-9.777778,3,99.041962
-0.777778,3,99.041962
-0.777778,3,99.068759
-0.777778,3,99.084784
-0.777778,3,99.108748
-0.777778,3,99.124751
-0.777778,3,99.148744
-0.777778,3,99.164736
-0.777778,3,99.25664
-0.777778,3,99.273746
-0.777778,3,99.295029
